Cant Help Falling In Love,Elvis Presley,D Major,100
I Know The End,Billie Eilish,C# Major,112
Photograph (ver 2),Phoebe Bridgers,F# Major,108
Strawberry Fields Forever (ver 4),Ed Sheeran,B♭ Major,91
Snow Hey Oh,The Beatles,B Major,105
River (ver 4),Poison,B♭ Minor,144
Demons (ver 2),Joni Mitchell,C Major,82
Oh Darling,Imagine Dragons,B♭ Minor,124
Tiny Dancer (ver 2),The Beatles,C Major,147
Savior Complex,Josh Groban,E Major,129
Night Moves,Phoebe Bridgers,B Major,171
Nobody Knows You When Youre Down And Out Acoustic Live,Bob Seger & The Silver Bullet Band,F# Minor,93
Body Paint,Eric Clapton,A Major,97
This Is Home,Arctic Monkeys,G Major,130
Only Love Can Hurt Like This,cavetown,A♭ Major,91
Help,Paloma Faith,A Major,128
Johnny B Goode,The Beatles,A Major,152
Mamma Mia - Dancing Queen,Chuck Berry,C Major,78
Angel Baby,Misc Soundtrack,B Major,72
I Wanna Be Yours (ver 2),Troye Sivan,E♭ Minor,78
All Star,Arctic Monkeys,F Major,165
Blank Space,Smash Mouth,B Major,104
Annies Song,Taylor Swift,D Major,146
Stand By Me Acoustic (ver 2),John Denver,B♭ Major,112
Baby Its Cold Outside,Oasis,G Major,127
The Greatest Showman - Rewrite The Stars (ver 2),Misc Christmas,B♭ Major,126
Your Man,Misc Soundtrack,A Major,105
Shes Always A Woman (ver 2),Zendaya,A♭ Major,74
The Little Mermaid - Part Of Your World (ver 2),Josh Turner,F Major,62
The Sound Of Music - Edelweiss,Bob Dylan,A♭ Major,56
Ripple,Grateful Dead,G Major,127
Motion Sickness (ver 2),Phoebe Bridgers,C# Major,107
All Yourn,Tyler Childers,B Major,78
Moon Song,Phoebe Bridgers,C# Major,155
Behind Blue Eyes,Limp Bizkit,G Major,120
The A Team,Ed Sheeran,A Major,85
Jealous Guy,John Lennon,E Minor,131
Harvest Moon Acoustic,Neil Young,D Major,112
Cherry Wine (ver 2),Hozier,C# Major,82
Aladdin - A Whole New World,Misc Cartoons,C Major,121
Turn The Page,Alan Menken,A Major,79
Teenage Dream,Bob Seger & The Silver Bullet Band,C# Major,159
How Great Is Our God,Stephen Dawes,C# Major,156
Married With Children,Chris Tomlin,B♭ Major,90
Dont Let Me Down,Oasis,A♭ Major,123
Old Man (ver 10),The Beatles,G Major,141
Im A Believer,Neil Young,C Major,80
Streets Of London,The Monkees,C Major,80
Times Like These Acoustic,Ralph McTell,E Major,156
All Too Well 10 Minute Version,Foo Fighters,C Major,93
Shinunoga E-Wa,Taylor Swift,F# Minor,158
Question,Fujii Kaze,F# Minor,158
Valerie (ver 3),Taylor Swift,F Minor,97
Young And Beautiful (ver 2),Amy Winehouse,F Minor,96
Waves,Lana Del Rey,B Minor,114
Society,Corinne Bailey Rae,F Minor,143
Love In The Dark,Blink-182,C Major,114
Elastic Heart,Adele,A Major,130
In Christ Alone (ver 2),Sia,F Major,136
Let It Snow (ver 2),Keith Getty,C Major,124
Impossible,Dean Martin,D Minor,128
Breezeblocks (ver 2),James Arthur,F Major,162
Cant You See,alt-J,A♭ Major,113
Everlong Acoustic,The Marshall Tucker Band,G Major,164
Slow Dancing In The Dark (ver 2),Foo Fighters,E♭ Major,89
In Der Weihnachtsbäckerei,Joji,A Major,150
Exile (ver 2),Rolf Zuckowski,F# Major,133
Shivers,Taylor Swift,D Major,132
Valentine,Ed Sheeran,E Minor,87
High And Dry (ver 3),Laufey,G Major,93
Kiss Me,Radiohead,A♭ Major,113
Chasing Pavements (ver 5),Sixpence None the Richer,C Minor,74
Heart Shaped Box,Adele,G Major,160
The Unforgiven,Nirvana,G Major,140
Under The Bridge (ver 3),Metallica,E Minor,129
Aint No Mountain High Enough,Red Hot Chili Peppers,B♭ Major,109
September,Marvin Gaye,G Minor,136
If The World Was Ending,"Earth, Wind & Fire",C# Major,87
High School Musical - All I Want (ver 2),Misc Television,C Minor,78
Fall In Love,Olivia Rodrigo,A Major,136
Back To December,Bailey Zimmerman,D Major,142
Scarborough Fair,Taylor Swift,D Major,129
Galway Girl,Simon & Garfunkel,F# Minor,99
As The World Caves In,Ed Sheeran,E Major,108
Mary Janes Last Dance,Matt Maltese,G Minor,170
Dreams (ver 2),Tom Petty and The Heartbreakers,D Major,155
All I Need To Hear,The Cranberries,E Major,129
Stolen Dance,The 1975,B Major,114
Stolen Dance (ver 3),Milky Chance,B Major,114
Treat You Better (ver 3),Meghan Trainor,A♭ Major,108
The Lazy Song (ver 9),John Legend,B Major,87
Time In A Bottle,Shawn Mendes,F Major,140
Coffee,Bruno Mars,B Major,175
Be My Mistake,Jim Croce,G Major,130
Boys Will Be Bugs,beabadoobee,C# Major,89
Happier Than Ever (ver 2),The 1975,C Major,162
Before He Cheats (ver 2),cavetown,F# Minor,148
Paradise,Billie Eilish,E Minor,145
Go Your Own Way,Carrie Underwood,F Major,135
Graves Into Gardens,Coldplay,B Major,140
Like My Father,Fleetwood Mac,F Major,93
Girl Crush,The Worship Initiative,C# Major,63
Little Things (ver 3),Jax,F# Major,82
Santa Baby,Little Big Town,C Major,96
Wanted Dead Or Alive (ver 2),One Direction,G Major,150
Sex On Fire,Eartha Kitt,F Minor,84
Dont Worry Be Happy (ver 3),Bon Jovi,B Major,69
Bellyache,Kings of Leon,G Major,160
Who You Say I Am,Bobby McFerrin,C# Major,54
Until I Found You,Billie Eilish,B♭ Major,101
Fall In Love Alone,Hillsong Worship,A Major,136
Hama Heenema,Stephen Sanchez,C Major,116
Locked Out Of Heaven,Stacey Ryan,F Major,144
We Are Young (ver 2),Induja,A Minor,148
What Child Is This,Bruno Mars,E♭ Major,79
In My Life,Fun.,E Minor,119
Wholl Stop The Rain,The Beatles,G Major,123
Falling Slowly,Nickelback,B♭ Major,172
For What Its Worth,Creedence Clearwater Revival,C# Major,146
Somewhere Only We Know (ver 8),Glen Hansard,G Major,86
Coco - Un Poco Loco (ver 3),Markéta Irglová,G Major,126
Bones,Buffalo Springfield,D Major,99
Green Eyes,Keane,G Major,149
Umbrella,Imagine Dragons,E♭ Major,90
Mercy,Coldplay,F# Minor,140
Everything I Do I Do It For You,Bryan Adams,C# Major,131
Nothing New,Taylor Swift,C Major,102
Fine Line Live,Harry Styles,D Major,121
The Climb (ver 3),Miley Cyrus,G Major,100
Somebody Else,The 1975,C Major,101
Despacito,Luis Fonsi,D Major,89
Polly (ver 3),Daddy Yankee,E Major,95
Love Me Tender,Nirvana,A Minor,45
Like A Rolling Stone,Elvis Presley,C Major,95
Morning Has Broken,Bob Dylan,G Major,133
Moonage Daydream,Cat Stevens,B Minor,144
Still Loving You (ver 4),David Bowie,G Minor,110
Crazy,Scorpions,B Minor,123
Deck The Halls (ver 3),Gnarls Barkley,C Major,89
Before You,Misc Christmas,B Major,140
Were Going To Be Friends,Benson Boone,D Major,105
Wings,Joy Again,C# Major,105
Freaks,Birdy,C# Major,101
Wherever You Will Go,Surf Curse,B Minor,118
Apologize,The Calling,E Major,168
Big Iron,OneRepublic,C# Minor,116
Tears In Heaven (ver 2),Marty Robbins,A Major,89
Vincent (ver 6),Eric Clapton,E Major,90
Englishman In New York,Supertramp,C Minor,75
Cars Outside,New West,F# Minor,123
Hey Ya,James Arthur,B♭ Major,85
Free Fallin (ver 4),OutKast,C Minor,92
Cornerstone,Tom Petty,F# Major,109
With A Little Help From My Friends (ver 2),Arctic Monkeys,D Major,117
Eight Days A Week (ver 4),The Beatles,B Minor,136
Twist And Shout (ver 2),The Beatles,D Major,69
Behind Blue Eyes,The Beatles,E Minor,127
One Acoustic,The Who,F Major,140
Theres Nothing Holdin Me Back,U2,B Minor,122
Good 4 U,Shawn Mendes,B Major,124
Dhairya,Olivia Rodrigo,E Major,100
Let Her Go (ver 2),Sajjan Raj Vaidya,E Major,93
Cant Stop,Passenger,D Major,100
Give Me Love (ver 5),Red Hot Chili Peppers,D Major,115
You Should Probably Leave,Ed Sheeran,A Major,92
Holiday,Chris Stapleton,B Minor,146
Lay Me Down,Green Day,E Minor,78
Another Brick In The Wall Part 2,Sam Smith,C Major,104
We Are The Champions,Pink Floyd,G Minor,95
1979 (ver 3),Queen,G Major,102
Somethin Stupid (ver 2),The Mamas & The Papas,F Major,99
Enough For You,Olivia Rodrigo,G Major,88
Evergreen,Omar Apollo,A Major,82
Love Me Do,The Beatles,C Major,148
When You Say Nothing At All (ver 2),Ronan Keating,G Major,87
Just The Way You Are,Billy Joel,G Major,139
The Witcher - Toss A Coin To Your Witcher (ver 2),Misc Television,F Minor,103
Kyoto (ver 2),Phoebe Bridgers,B Major,122
At My Worst,Pink Sweat$,C Major,92
I Aint Worried,OneRepublic,C Major,140
Labyrinth,Taylor Swift,C Major,110
Love On The Brain,Rihanna,E Minor,172
Build My Life,Housefires,G Major,140
Fluorescent Adolescent,Arctic Monkeys,F# Minor,112
O Holy Night (ver 3),Misc Christmas,E Major,174
Marry You (ver 3),Bruno Mars,B♭ Major,145
Ironic,Alanis Morissette,B Major,115
Uptown Funk,Mark Ronson,C Major,115
Nights In White Satin,The Moody Blues,E Minor,85
Silent Night,Misc Christmas,C Major,90
Happiness Is A Butterfly,Lana Del Rey,D Major,70
Sand In My Boots (ver 2),Morgan Wallen,E♭ Major,140
So Far Away,Avenged Sevenfold,E Minor,151
Everglow,Coldplay,E Major,146
Stan,Eminem,F# Minor,80
Michelle (ver 6),Dido,G Minor,77
Champagne Supernova,The Beatles,D Major,150
Hey Joe,Oasis,E Minor,139
Just Give Me A Reason,Jimi Hendrix,A Minor,175
Ghost Riders In The Sky (ver 4),P!nk,B♭ Minor,110
What A Wonderful World (ver 2),Johnny Cash,B Major,120
I Wanna Dance With Somebody Who Loves Me,Louis Armstrong,D Major,126
Nothing Breaks Like A Heart,Whitney Houston,G Minor,114
Faded,Mark Ronson,F# Major,90
How Great Thou Art,Miley Cyrus,A♭ Major,140
High And Dry (ver 5),Alan Walker,D Major,97
A Hard Days Night,Charlie Hall,C Major,139
Take It Easy,Radiohead,B Minor,92
Breakeven,The Beatles,B♭ Major,94
Romeo And Juliet (ver 3),Eagles,C# Major,148
Plush Acoustic,The Script,F Minor,133
Down In A Hole Acoustic (ver 2),Dire Straits,F# Major,95
Living Hope,Alice in Chains,F# Major,101
We Fell In Love In October,Mac DeMarco,C# Major,75
Santa Claus Is Coming To Town,Phil Wickham,E Major,71
Halleys Comet,girl in red,C# Minor,151
Sunroof,Bruce Springsteen,B♭ Major,131
Rock And A Hard Place,Billie Eilish,F# Major,100
Oceans Where Feet May Fail,Nicky Youre,D Major,127
The Man Who Cant Be Moved,Dazy,B♭ Major,100
Upside Down,Jack Johnson,F# Minor,102
Better Together (ver 3),Jack Johnson,F Major,110
Girl,The Beatles,F Minor,97
Summertime (ver 2),George Gershwin,B Minor,82
Sweet Home Alabama (ver 2),Lynyrd Skynyrd,G Major,98
Smoke On The Water (ver 2),Deep Purple,C Major,114
Fly Me To The Moon (ver 3),Frank Sinatra,C Major,118
Lola (ver 3),The Kinks,A Major,147
Perfect Day,Lou Reed,B♭ Major,145
Great Balls Of Fire (ver 2),Jerry Lee Lewis,G Minor,160
Here I Am To Worship,Chris Tomlin,E Major,152
Amarillo By Morning Live,George Strait,D Major,121
Still Into You (ver 5),Paramore,F Major,136
Tribute,Tenacious D,A Minor,94
Yellow (ver 3),Coldplay,B Major,173
Sister Golden Hair,America,E Major,135
Hold The Line (ver 2),Toto,F# Minor,144
Your Love (ver 2),The Outfield,C# Minor,130
Runaway Train,Soul Asylum,C Major,117
Pirates Of The Caribbean - Hes A Pirate,Misc Soundtrack,B♭ Major,71
Love Story - You Belong With Me Live,Hans Zimmer,F# Major,130
Promises,Taylor Swift,F# Minor,80
Where I Find God (ver 2),Maverick City Music,B Major,138
Willow,Joe L Barnes,C# Minor,142
Cherry Wine,Naomi Raine,C# Major,82
Brahmāstra Part One - Shiva - Kesariya,Larry Fleet,F Major,69
Count On Me,Taylor Swift,A♭ Major,144
Lego House,grentperez,A Major,90
Feeling Whitney (ver 2),Misc Soundtrack,C Major,80
Hey Brother (ver 4),Bruno Mars,G Minor,125
First Love Late Spring (ver 2),Ed Sheeran,C Major,100
Unstoppable,Post Malone,A Major,174
Closing Time,Avicii,C# Minor,126
The Girl From Ipanema,Mitski,F Major,134
In The End (ver 4),Sia,B Major,82
Tequila Sunrise,Semisonic,B♭ Minor,96
Man In The Mirror,Frank Sinatra,A♭ Major,100
Roxanne (ver 3),Linkin Park,A Major,88
Wheels On The Bus,Eagles,A Major,96
Listen Before I Go,Michael Jackson,B Minor,117
No Body No Crime,The Police,G Minor,79
Encanto - We Dont Talk About Bruno,Raffi,C Minor,103
Flower Shops,Billie Eilish,G Major,128
All For You,Taylor Swift,G Major,134
Complex,HAIM,B♭ Minor,88
Chainsaw Man Opening - Kick Back,Misc Cartoons,C# Major,102
House Of Gold,Lin-Manuel Miranda,C Major,115
3Am (ver 2),Ernest,B♭ Major,115
Against All Odds,Morgan Wallen,C# Major,116
Burning Love,Cian Ducrot,C# Major,156
Get Back (ver 4),The Beatles,G Major,124
I Wont Give Up,Jason Mraz,E Major,133
Fortunate Son (ver 3),Creedence Clearwater Revival,G Major,132
All Along The Watchtower,Jimi Hendrix,A♭ Major,113
Thats Life,Frank Sinatra,E Minor,113
Everything Has Changed,Taylor Swift,F# Major,80
A Whiter Shade Of Pale (ver 2),Etta James,C Major,150
Dance Monkey,Procol Harum,C Major,150
Happier,Tones And I,C# Major,119
Heat Waves,Olivia Rodrigo,B♭ Major,144
Fifth Of May,Glass Animals,A♭ Major,85
Drift Away (ver 3),Taylor Swift,C Major,82
Human,Dobie Gray,B Major,76
Im Gonna Be 500 Miles,Yazoo,E Major,132
Sleigh Ride,The Proclaimers,D Major,92
Fly Me To The Moon,Johnny Mathis,F Major,88
Run Rudolph Run (ver 2),Frank Sinatra,G Minor,152
The Muppet Movie - Rainbow Connection (ver 3),Chuck Berry,A Major,115
Heartbreak Anniversary,Misc Soundtrack,C Major,89
Girl On Fire,Giveon,D Major,82
New Slang,Alicia Keys,C# Major,104
Close To You (ver 3),Mumford & Sons,F Major,83
White House Road (ver 2),Carpenters,E Major,86
Feliz Navidad,Tyler Childers,G Major,74
Idontwannabeyouanymore (ver 3),José Feliciano,G Major,170
This Love (ver 4),Billie Eilish,E Major,144
Cant Take My Eyes Off You,Tracy Chapman,E♭ Minor,120
When I Come Around Acoustic,Frankie Valli,C# Major,98
Sex Drugs Etc,Green Day,E Major,171
Celestial,Misc Cartoons,E♭ Major,80
After Hours,Sebastián Yatra,F Minor,109
Its The Most Wonderful Time Of The Year,Ed Sheeran,G Major,101
Silver Bells,The Velvet Underground,A♭ Minor,145
Best Friend,Andy Williams,G Major,101
Stille Nacht Heilige Nacht,Misc Christmas,F# Major,60
Brooklyn Baby,Rex Orange County,A♭ Major,144
Sparks,Misc Christmas,G Major,123
Feel Good Inc (ver 3),Lana Del Rey,A♭ Minor,135
Sympathy For The Devil (ver 2),Coldplay,C Minor,102
Killer Queen,Gorillaz,C Major,75
Shape Of My Heart,The Rolling Stones,F# Minor,84
Georgia On My Mind (ver 5),Queen,G Major,94
All I Want For Christmas Is You,Sting,E Major,150
Total Eclipse Of The Heart (ver 4),Ray Charles,F Major,135
By And By,Caamp,A Major,101
Stay (ver 2),The Kid LAROI,C# Major,76
Your Power,Justin Bieber,C# Minor,140
Memories (ver 2),Billie Eilish,B♭ Major,88
Devil Doesnt Bargain,Conan Gray,B Major,132
Mori,Alec Benjamin,D Major,84
Sweater Weather (ver 2),Dawid Podsiadło,A♭ Minor,124
Devil Town,The Neighbourhood,F Major,80
Stuck In The Middle With You (ver 3),cavetown,A Major,120
Way Maker (ver 3),Stealers Wheel,E Major,136
Try,Lauren Daigle,F# Major,144
Ive Just Seen A Face (ver 4),P!nk,F Major,126
Ob-La-Di Ob-La-Da,The Beatles,B♭ Major,113
Hallelujah (ver 3),The Beatles,F Major,131
To Be With You,Jeff Buckley,C Major,97
I Want To Break Free,Mr. Big,A Major,79
Disarm,Queen,B♭ Minor,155
House Of The Rising Sun (ver 3),The Smashing Pumpkins,A Minor,117
The Sound Of Silence,The Animals,G Minor,129
Big Yellow Taxi,Disturbed,E Major,158
Mr Loverman,Joni Mitchell,G Major,145
The Greatest Showman - A Million Dreams,Ricky Montgomery,G Major,148
Ill Fly Away,Misc Soundtrack,F# Major,113
O Brother Where Art Thou - I Am A Man Of Constant Sorrow (ver 3),Albert E. Brumley,F Major,86
1 Step Forward 3 Steps Back,Misc Soundtrack,D Major,169
I Drink Wine,Soggy Bottom Boys,A♭ Major,155
Tennessee Orange,Olivia Rodrigo,C Major,71
Worlds Smallest Violin,Adele,F Major,116
Golden Slumbers,Megan Moroney,C Major,81
Thats Alright Mama,Learke,A Major,104
High Hopes (ver 2),The Beatles,F Major,82
Lover You Shouldve Come Over (ver 4),Elvis Presley,G Major,78
Trouble (ver 2),Kodaline,B Minor,120
Turning Tables,Jeff Buckley,E♭ Major,78
We Will Rock You (ver 2),Coldplay,E Major,81
Put Your Head On My Shoulder,Adele,G Major,140
Motion Sickness,Queen,E♭ Minor,90
Follow You To Virgie Acoustic,Paul Anka,B♭ Major,79
So This Is Christmas,Phoebe Bridgers,D Major,46
The Greatest Showman - This Is Me (ver 2),Tyler Childers,D Major,96
Francis Forever Acoustic,Acceptance,D Major,102
Idk You Yet,Misc Soundtrack,C# Major,77
My Future,Joe Jonas,F Minor,162
Wasted On You,Mitski,B Minor,98
When We Are Together,Alexander 23,B Major,133
My Mind And Me,Billie Eilish,A Major,144
Mamma Mia - Our Last Summer (ver 3),Morgan Wallen,G Major,96
Happy Together,The 1975,B Major,118
Teardrops On My Guitar,Selena Gomez,B♭ Major,100
Tougher Than The Rest (ver 2),Bruce Springsteen,F Major,99
Chasing Cars (ver 3),Snow Patrol,A Major,104
Penny Lane (ver 4),The Beatles,F# Minor,113
Rolling In The Deep,Adele,A♭ Major,105
Breathe (ver 3),Pink Floyd,B Minor,128
Wayfaring Stranger,Johnny Cash,A Minor,119
Lodi (ver 2),Creedence Clearwater Revival,F Major,131
Angie (ver 6),The Rolling Stones,A Minor,132
Dont Stop Believin,Journey,E Major,119
Broken Halos,Chris Stapleton,A♭ Major,78
Let It Snow (ver 2),Misc Christmas,D Major,150
Half A Man Acoustic,Dean Lewis,C Major,78
I See Fire,Ed Sheeran,B♭ Minor,76
What A Beautiful Name (ver 2),Hillsong Worship,B Minor,136
Here Comes The Sun (ver 3),The Beatles,A Major,129
Wild Horses (ver 3),The Rolling Stones,G Major,75
Leave The Door Open,Silk Sonic,F Major,148
Sun To Me,Bruno Mars,C Major,80
Oklahoma Smokeshow,Anderson .Paak,A♭ Major,123
Youll Never Leave Harlan Alive (ver 3),Zach Bryan,D Minor,73
Mother (ver 2),Darrell Scott,C Major,146
Psycho Killer,Maroon 5,D Major,123
Beat It,Pink Floyd,F Major,170
Everybodys Changing,Talking Heads,A♭ Major,132
Fairytale Of New York (ver 4),Michael Jackson,D Major,101
Do They Know Its Christmas,Keane,C Major,115
Blister In The Sun,Pogues,C Major,97
500 Miles,Kirsty MacColl,A Major,98
Shut Up And Dance,Band Aid 20,A♭ Major,128
Pluto Projector,Violent Femmes,F Major,80
Late Night Talking,"Peter, Paul and Mary",E♭ Major,102
Chamber Of Reflection (ver 2),Rex Orange County,A♭ Minor,66
It Will Rain,Harry Styles,D Major,150
No Longer Slaves (ver 4),Oasis,G Major,95
Gangstas Paradise (ver 3),Mac DeMarco,C Minor,140
To Build A Home,Bruno Mars,A Major,148
Learn To Fly (ver 3),Bethel Music,C Major,138
Always On My Mind (ver 2),Coolio,B♭ Minor,94
For No One,The Cinematic Orchestra,C# Major,110
Noel,Patrick Watson,B Minor,138
Re Stacks,Foo Fighters,D Major,125
I Say A Little Prayer,Elvis Presley,A Major,133
Dont Know Why,The Beatles,D Major,113
Kiss From A Rose (ver 3),Chris Tomlin,C Major,56
Bitter Sweet Symphony (ver 2),Lauren Daigle,A Major,125
Budapest (ver 3),Bon Iver,F Major,120
Angel From Montgomery (ver 2),Aretha Franklin,F Major,86
Wichita Lineman (ver 7),Norah Jones,E♭ Major,138
Dont You Forget About Me (ver 2),Simple Minds,A Major,111
My Immortal Acoustic,Evanescence,A Major,76
Baby Acoustic,Justin Bieber,D Major,130
Winter Wonderland,Misc Christmas,A Major,113
Old Macdonald Had A Farm,Misc Children,F Major,110
Rest On Us,Maverick City Music,B♭ Major,144
Seventeen Going Under (ver 4),UPPERROOM,C# Major,162
Family Line,Sam Fender,F# Major,154
Growing Sideways,Conan Gray,G Major,105
Someday,Noah Kahan,A Major,118
Sweet Creature,The Strokes,G Major,104
Happy (ver 2),Harry Styles,G Minor,124
Angels We Have Heard On High (ver 2),Pharrell Williams,F Major,104
How To Disappear Completely,Misc Christmas,B Major,67
All You Need Is Love (ver 3),Radiohead,G Major,103
Hotel California (ver 3),The Beatles,D Major,147
Do I Wanna Know,Eagles,G Major,111
I Was Made For Lovin You,Pogues,A Major,124
Fallin,KISS,C# Major,124
Melissa,Alicia Keys,C# Major,104
Mr Blue Sky,The Allman Brothers Band,E Major,94
Lucky (ver 2),Electric Light Orchestra,F Major,148
Little Do You Know,Jason Mraz,B Major,151
Neon Moon,Colbie Caillat,B Major,95
The Drugs Dont Work,Alex & Sierra,C Major,77
Lose Yourself,Brooks & Dunn,E Major,95
Crazy Little Thing Called Love (ver 3),Eminem,C Major,77
Youll Be In My Heart,Grover Washington Jr.,B♭ Minor,99
Stacys Mom,Bill Withers,A Major,98
Hallucinogenics,Queen,A♭ Minor,116
2002,Phil Collins,F Major,115
Landslide (ver 2),Fountains of Wayne,A Major,155
I Am The Highway,Matt Maeson,C Major,121
Say Yes (ver 3),Lana Del Rey,F Major,153
Lost Boy,Anne-Marie,B Major,120
Use Somebody (ver 2),Fleetwood Mac,C Major,124
Free Fallin (ver 2),Audioslave,F# Major,120
O Holy Night (ver 2),Elliott Smith,C Major,125
Is This Love,Ruth B.,F# Minor,89
I Cant Make You Love Me (ver 2),Kings of Leon,G Minor,123
The Sound Of Silence (ver 5),Misc Christmas,F# Minor,86
Riders On The Storm (ver 3),Bob Marley,C Minor,88
L-O-V-E,Simon & Garfunkel,C Minor,99
Cant Help Falling In Love (ver 3),The Doors,D Major,174
Go Tell It On The Mountain,Neil Diamond,C Major,99
Cups,Anna Kendrick,C Major,130
Lost Boy Acoustic,Ruth B.,G Major,124
This Is Amazing Grace,Phil Wickham,B♭ Major,98
Break My Heart Again,FINNEAS,E Minor,144
Chasin You,Morgan Wallen,G Major,97
I Speak Jesus,Here Be Lions,C Major,148
Your New Boyfriend,Wilbur Soot,G Major,105
Deja Vu,Olivia Rodrigo,D Major,90
Call Me Maybe,Carly Rae Jepsen,G Major,120
Wake Me Up,Avicii,D Major,124
Naive (ver 2),The Kooks,A♭ Minor,104
Flume (ver 3),Bon Iver,B Major,133
Lua,Bright Eyes,D Major,105
Twelve Days Of Christmas (ver 5),Misc Christmas,B♭ Major,115
Bad Day (ver 2),Daniel Powter,B♭ Minor,174
Aashiqui 2 - Tum Hi Ho (ver 2),Misc Soundtrack,F Minor,94
Folsom Prison Blues,The Beatles,C Major,111
The Reason (ver 6),Johnny Cash,E Major,83
When You Say Nothing At All,Hoobastank,E♭ Major,172
Happy Xmas War Is Over (ver 3),Ronan Keating,D Major,146
Im On Fire (ver 2),John Lennon,E Major,80
Friend Of The Devil (ver 2),Bruce Springsteen,G Major,86
On The Road Again,Grateful Dead,C Major,140
White Christmas (ver 4),Willie Nelson,C Major,115
Way Down We Go Live,Bing Crosby,B♭ Minor,163
San Francisco (ver 2),Kaleo,C# Major,120
Ill Be There For You,Scott McKenzie,A Major,95
No Rain,The Rembrandts,B Major,80
Shake It Off,Blind Melon,G Major,160
Have Yourself A Merry Little Christmas,Taylor Swift,A♭ Major,69
La Vie En Rose,Misc Christmas,F# Major,88
Interstate Love Song,Daniela Andrade,A♭ Minor,80
Baby Can I Hold You,Stone Temple Pilots,C# Major,144
Hallelujah (ver 4),Tracy Chapman,F Minor,126
I Dont Want To Talk About It (ver 4),Leonard Cohen,B Major,132
Sundown,Rod Stewart,D Major,75
Steven Universe - Love Like You (ver 8),Gordon Lightfoot,C Minor,118
Waiting Room,Misc Cartoons,D Major,130
Bad Liar,Phoebe Bridgers,C# Major,121
Sofia,Imagine Dragons,E♭ Major,90
All My Ghosts,Clairo,D Major,127
Hells Comin With Me,Lizzy McAlpine,E Minor,130
Erase Me,Poor Man's Poison,E Minor,130
Shape Of You,Lizzy McAlpine,B Major,142
Landslide (ver 3),Ed Sheeran,B♭ Major,145
Hero (ver 2),Brett Young,E♭ Major,88
We Are The World (ver 2),Fleetwood Mac,E Major,73
The Christmas Song Chestnuts Roasting On An Open Fire,Enrique Iglesias,F Minor,66
I Dont Love You,My Chemical Romance,C Major,170
Come As You Are (ver 2),Nirvana,F Minor,119
If I Fell,The Beatles,D Major,108
Brain Damage,Pink Floyd,D Major,134
Under Pressure,Queen,D Major,114
One (ver 2),David Bowie,G Major,112
Ziggy Stardust (ver 3),Lady Gaga,G Major,80
Learning To Fly (ver 2),David Bowie,E Minor,101
Imagine (ver 4),Tom Petty and The Heartbreakers,A Major,81
Lets Stay Together,John Lennon,G Minor,102
All I Want For Christmas Is You (ver 6),Al Green,D Major,150
The Passenger,Mariah Carey,C Major,135
Happy Birthday,Iggy Pop,D Major,115
Bubble Gum,Misc Traditional,B Major,94
17 Sinterklaasliedjes,Clairo,B Major,110
Shotgun (ver 2),Misc Children,D Major,149
Save Me Acoustic,George Ezra,F Major,128
Another Love (ver 6),"Jelly Roll (US, Nashville, TN)",B Major,105
Something Just Like This (ver 3),Tom Odell,B Minor,112
Japanese Denim,The Chainsmokers,E♭ Major,124
Anyone Else But You,Daniel Caesar,E Minor,74
How He Loves,The Moldy Peaches,D Major,168
Everlong (ver 2),David Crowder*Band,C# Major,94
Friends In Low Places (ver 5),Creedence Clearwater Revival,A Major,111
Purple Rain,Garth Brooks,A Major,114
I Will (ver 2),Prince,G Major,86
