Cant Help Falling In Love,Elvis Presley,D Major,100
Suzanne,The Beatles,F# Minor,132
Read All About It Pt Iii,Leonard Cohen,E Minor,109
Wonderful Tonight,Emeli Sandé,D Major,98
Should I Stay Or Should I Go (ver 3),Eric Clapton,D Major,113
Heaven Knows Im Miserable Now,The Clash,F# Major,114
I Just Called To Say I Love You (ver 4),The Smiths,C Major,116
Every Breath You Take (ver 2),Stevie Wonder,A Major,120
God Only Knows (ver 4),The Police,A♭ Major,80
Whiskey In The Jar,The Beach Boys,B♭ Major,133
I Have Nothing,The Dubliners,B Minor,143
My Girl,Whitney Houston,C Major,82
Til You Cant,The Temptations,F Major,106
Merry Christmas,Cody Johnson,D Major,105
Nonsense,Ed Sheeran,C# Major,142
Great Are You Lord,Sabrina Carpenter,E♭ Minor,120
Stairway To Heaven (ver 2),All Sons & Daughters,G Major,87
Stubborn Love (ver 2),Led Zeppelin,C Major,115
Colors Of The Wind,Alicia Keys,C# Major,82
Tangled - When Will My Life Begin (ver 3),Vanessa Williams,E Major,108
Only Ones Who Know,Misc Cartoons,F Major,170
Bed Of Roses,Mandy Moore,F Major,165
Hound Dog (ver 2),Elvis Presley,A Major,176
Youve Got To Hide Your Love Away,The Beatles,G Major,92
Nowhere Man (ver 2),The Beatles,E Major,120
Enter Sandman,Metallica,F# Minor,123
Wild World (ver 2),Cat Stevens,C Major,152
One Call Away,Charlie Puth,C# Major,91
Soldier Of Fortune,Deep Purple,D Minor,67
Man On The Moon (ver 3),R.E.M.,E♭ Major,104
Into The Mystic (ver 2),Van Morrison,E♭ Major,85
Dont Know Why (ver 2),Norah Jones,F Major,176
There She Goes,The La's,G Major,123
When It Rains It Pours,Luke Combs,F# Major,128
Dumb Acoustic,Nirvana,B Major,114
Payphone,Jayesslee,C Major,105
Revenge,XXXTENTACION,B Minor,140
The Kind Of Love We Make,Luke Combs,C# Major,102
R U Mine,Arctic Monkeys,F# Minor,97
What Makes You Beautiful,One Direction,E Major,125
Bring Me To Life (ver 6),Evanescence,E Minor,95
Remember When,Alan Jackson,D Major,126
Bloom (ver 3),The Paper Kites,C# Major,96
What Are You Listening To,Chris Stapleton,B♭ Major,162
Rivers And Roads,The Head and the Heart,C Major,136
Georgia,Phoebe Bridgers,D Major,102
Auld Lang Syne (ver 2),Misc Traditional,D Major,102
Drive (ver 8),cavetown,A Minor,95
Tonight Tonight (ver 3),Incubus,B Minor,154
In Bloom (ver 3),The Smashing Pumpkins,C# Major,131
Wonderful World,Nirvana,E Major,130
Here Without You (ver 3),Sam Cooke,A Minor,144
She Loves You,3 Doors Down,C Major,92
You Shook Me All Night Long,The Beatles,G Major,127
Kryptonite,AC/DC,G Major,99
Little Wing,3 Doors Down,F# Major,71
One More Light,Jimi Hendrix,A♭ Major,176
Forever Young,Linkin Park,A Minor,140
Dancing In The Dark (ver 2),Alphaville,A♭ Major,125
A Case Of You,Bruce Springsteen,A♭ Major,125
Still,Joni Mitchell,G Major,100
Marys Boy Child,Hillsong Worship,B♭ Major,106
O Re Piya,Misc Christmas,C# Major,128
Show Me How,Rahat Fateh Ali Khan,B♭ Major,96
Death Bed Coffee For Your Head,Men I Trust,A♭ Minor,144
Ghost Town,Powfu,D Major,136
Homesick,Benson Boone,A Major,81
Little Black Submarines (ver 2),Noah Kahan,G Major,75
Redbone,The Black Keys,C# Major,160
I Love Rock N Roll,Childish Gambino,E♭ Major,97
Hero Of War (ver 3),Rise Against,E Major,77
My Hero,Foo Fighters,A Major,77
Rape Me (ver 2),Nirvana,F# Major,113
Gimme Gimme Gimme,ABBA,B♭ Major,120
Are You Lonesome Tonight,Elvis Presley,C Major,73
Two Of Us (ver 7),The Beatles,G Major,109
Hey You,Pink Floyd,C Major,112
I Can See Clearly Now,Johnny Nash,D Major,123
Atlantic City,Bruce Springsteen,E Major,108
Sister Golden Hair (ver 3),America,E Major,141
The Nights (ver 3),Avicii,F# Major,116
No1 Party Anthem,Arctic Monkeys,C Major,115
Snap Out Of It,Arctic Monkeys,F Minor,130
Forever And Ever Amen,Randy Travis,D Major,90
The Dance,Garth Brooks,G Major,135
Gentle On My Mind (ver 2),Glen Campbell,E♭ Major,108
The Middle,Jimmy Eat World,D Major,162
La Bamba (ver 2),Ritchie Valens,C Major,75
I Will Always Love You (ver 3),Whitney Houston,E Major,136
I Want To Know What Love Is,Foreigner,F# Major,81
Id Rather Go Blind,Etta James,B Minor,83
Sunny,Bobby Hebb,E Minor,128
Cowboy Like Me,Taylor Swift,C Major,128
Off My Face,Justin Bieber,E Major,91
Waste,Kxllswxtch,G Major,132
Thered Better Be A Mirrorball,Arctic Monkeys,E♭ Major,144
Silver Tongues,Louis Tomlinson,D Major,160
I Miss You,Blink-182,B Major,110
Keep The Wolves Away,Uncle Lucius,C# Minor,122
Highwayman,The Highwaymen,D Major,101
Decode (ver 4),Paramore,B♭ Minor,164
Need You Now,Lady A (Lady Antebellum),E Major,108
Above All,Michael W. Smith,B♭ Major,67
Wake Me Up When September Ends,Green Day,G Major,105
Iris (ver 13),Goo Goo Dolls,B Minor,157
If You Could Read My Mind,Gordon Lightfoot,A Major,123
American Idiot,Green Day,C# Major,93
Fix You,Coldplay,E♭ Major,138
Angie (ver 7),The Rolling Stones,A Minor,132
Working Class Hero,John Lennon,G Major,159
Vincent,Don McLean,G Major,92
Youre So Vain (ver 3),Carly Simon,A Minor,106
Love Hurts,Nazareth,G Major,80
I Have A Dream (ver 2),ABBA,B♭ Major,105
Time After Time (ver 4),Cyndi Lauper,C Major,130
New York State Of Mind,Billy Joel,C Major,121
Islands In The Stream,Kenny Rogers,A♭ Major,102
Love Is A Laserquest Acoustic,Dolly Parton,A♭ Major,90
Washing Machine Heart,Arctic Monkeys,D Major,92
I See Red,Everybody Loves an Outlaw,E Minor,157
Doomsday,Lizzy McAlpine,C# Major,135
Mandaaram Kathawe,Anushka Udana,D Minor,82
Blue Jeans,Amith Guru,G Major,105
End Of The Line,Wasthi,D Major,167
Ophelia (ver 4),Louis Tomlinson,E♭ Major,134
Paparazzi (ver 2),Lana Del Rey,E Minor,91
Dannys Song,Traveling Wilburys,D Major,167
Ivy,Lady Gaga,G Major,96
Fields Of Gold (ver 7),Loggins & Messina,D Major,95
In The Ghetto (ver 7),Jason Isbell,B♭ Major,89
New York New York,Sting,A Major,102
Bring It On Home To Me (ver 3),Elvis Presley,A Major,108
Grow Old With You,Frank Sinatra,F# Major,67
O Christmas Tree (ver 2),Sam Cooke,D Major,140
In The Bleak Midwinter,Nancy Sinatra,C# Major,129
Bags,Adam Sandler,C# Minor,124
I Thank God (ver 2),Misc Christmas,C# Major,130
The Sound Of Music - My Favorite Things,Misc Christmas,F Minor,114
Where The Crawdads Sing - Carolina,Christina Rossetti,B Minor,116
Vigilante Shit,Gustav Holst,G Minor,148
Knockin On Heavens Door (ver 3),Clairo,C Major,132
Say You Wont Let Go,Maverick City Music,C Major,107
Hello (ver 2),Misc Musicals,A Major,89
Hold On,Julie Andrews,E♭ Major,107
Stone Cold,Rodgers & Hammerstein,D Major,124
Iris (ver 7),Misc Soundtrack,D Major,124
Born To Run,Taylor Swift,A♭ Major,120
Sk8Er Boi (ver 3),Taylor Swift,C Major,150
Cant Buy Me Love,Guns N' Roses,C Major,142
New Kid In Town,James Arthur,C# Major,165
Knockin On Heavens Door,Lifehouse,C Major,132
Its All Over Now Baby Blue,Adele,D Major,112
Another One Bites The Dust,Chord Overstreet,F Minor,110
Underneath The Tree,Demi Lovato,A♭ Major,160
Paranoid (ver 2),Goo Goo Dolls,D Major,164
Self Control,Bruce Springsteen,D Major,84
Hostage,The Beatles,F# Minor,95
Jimmy,Eagles,E Minor,107
We Three Kings,Bob Dylan,E Minor,119
I Think I Like When It Rains,Bob Dylan,A Major,124
The Blessing (ver 2),Queen,B Major,140
Right Where You Left Me,Kelly Clarkson,A Minor,160
Fingers Crossed,Black Sabbath,C Major,158
Lovesong,The Cure,A Minor,140
Back To December (ver 2),Taylor Swift,D Major,110
Misery Business (ver 2),Paramore,A♭ Major,173
Free Fallin (ver 4),John Mayer,F Major,174
Bruises,Lewis Capaldi,E Major,111
Rudolph The Red-Nosed Reindeer,Misc Christmas,C Major,164
Red,Taylor Swift,C# Minor,125
Today (ver 2),The Smashing Pumpkins,A♭ Major,83
One Of Us (ver 4),Joan Osborne,A Major,87
Electric Love (ver 2),BØRNS,A Major,116
Be Thou My Vision (ver 2),Misc Praise Songs,G Major,83
Soldier Poet King,The Oh Hellos,A♭ Major,118
Sunday Morning Coming Down (ver 5),Johnny Cash,A♭ Major,76
Tangled Up In Blue,Bob Dylan,A Major,101
Blowin In The Wind (ver 8),Bob Dylan,D Major,89
Carol Of The Bells,Pentatonix,C Minor,172
When The Sun Goes Down,Arctic Monkeys,B Minor,169
Love Will Tear Us Apart,Joy Division,D Major,147
Mr Bojangles,Jerry Jeff Walker,D Major,168
Annies Song (ver 2),John Denver,C Major,138
Rehab,Amy Winehouse,C Major,72
River (ver 3),Leon Bridges,A♭ Major,128
Pinkfong - Baby Shark (ver 2),Misc Children,A♭ Major,115
Whiskey Glasses,Morgan Wallen,F# Major,150
Forever,Lewis Capaldi,C# Major,85
Graceland Too,Phoebe Bridgers,B♭ Major,150
Jireh (ver 2),Elevation Worship,E♭ Major,140
Getting Older,Billie Eilish,B♭ Major,160
Daydream,Lily Meola,F Minor,92
How Could You,Jessie Murph,B Major,147
Wildflowers (ver 2),Tom Petty,A Major,111
Ang Huling El Bimbo,Eraserheads,F# Major,89
Besame Mucho,Andrea Bocelli,F Minor,95
Million Years Ago,Adele,C# Minor,106
Firework,Katy Perry,A♭ Major,124
Welcome To The Black Parade,My Chemical Romance,D Major,97
Friends In Low Places,Garth Brooks,A Major,108
Goodbye My Lover (ver 2),James Blunt,E Major,94
Wild Thing,The Troggs,A Major,102
Best Of You,Foo Fighters,C# Minor,130
Thunder Road (ver 7),Bruce Springsteen,F Major,140
Jesus Etc (ver 4),Wilco,F Major,109
The Story (ver 2),Brandi Carlile,B Major,94
Billie Jean (ver 3),Michael Jackson,B Minor,117
Rhiannon,Fleetwood Mac,A Minor,129
Royals,Lorde,G Major,85
Brothers In Arms (ver 3),Dire Straits,A♭ Minor,79
Take Me Out (ver 2),Franz Ferdinand,E Minor,105
Rise Up,Andra Day,C# Major,119
The Final Countdown,Europe,F# Minor,118
Let Her Cry,Hootie & the Blowfish,G Major,143
The Wreck Of The Edmund Fitzgerald (ver 5),Gordon Lightfoot,E Major,93
Turning Page,Sleeping at Last,E♭ Major,115
Get You,Daniel Caesar,E Minor,74
I Wish It Could Be Christmas Everyday,Kali Uchis,B Minor,84
Leise Rieselt Der Schnee,Wizzard,D Major,106
Night Shift,Misc Christmas,F Minor,126
Wie Schön Daß Du Geboren Bist,Lucy Dacus,G Major,126
A Star Is Born - Ill Never Love Again,Rolf Zuckowski,G Major,109
Norman Fucking Rockwell Album,Misc Soundtrack,F Major,78
Stand Up,Lady Gaga,C# Major,99
Chinese Satellite,Bradley Cooper,B♭ Major,136
Mirrorball,Lana Del Rey,A Major,76
The Joker And The Queen,Phoebe Bridgers,B Major,131
Js Lullaby Darlin Id Wait For You,Taylor Swift,C Major,110
Im Not The Only One (ver 2),Taylor Swift,F Major,82
Stressed Out,Ed Sheeran,F# Major,90
Life Is A Highway,Taylor Swift,F Major,103
Its Been Awhile (ver 2),Delaney Bailey,A Major,107
Born To Die (ver 2),Sam Smith,G Major,95
Rockin In The Free World (ver 3),twenty one pilots,E Minor,131
Cyclone (ver 2),Rascal Flatts,C Major,89
Hymn For The Weekend,Staind,C Minor,90
House Of Memories,Lana Del Rey,C# Minor,112
Picture,Neil Young,C Major,96
Love Is A Losing Game,Sticky Fingers,C Major,165
O Little Town Of Bethlehem (ver 2),Coldplay,D Major,99
I Knew You Were Trouble,Beyoncé,F# Major,154
Worthy Is The Lamb,Panic! At the Disco,G Major,132
The Last Goodbye,Kid Rock,E Major,129
The End Of The World,Sheryl Crow,B♭ Major,94
City Of New Orleans,Amy Winehouse,F Minor,97
Honky Tonk Women,Misc Christmas,A♭ Major,135
I Cant Get No Satisfaction (ver 2),Taylor Swift,A Minor,102
Good Old Fashioned Lover Boy (ver 2),Darlene Zschech,E♭ Major,97
Simple Man (ver 2),Skeeter Davis,F# Major,120
Homeward Bound (ver 3),Arlo Guthrie,E Minor,129
Rocky Mountain High,The Rolling Stones,G Major,122
She Talks To Angels,The Rolling Stones,E Major,160
In The Air Tonight,Queen,C Major,95
Pancho And Lefty (ver 3),Queen,D Major,123
All I Have To Do Is Dream (ver 5),Lynyrd Skynyrd,G Major,76
True Colors (ver 3),Simon & Garfunkel,F# Major,91
Christmas Time (ver 3),John Denver,C Major,122
Bad Guy,The Black Crowes,B♭ Minor,160
All The Good Girls Go To Hell,Phil Collins,E Minor,105
The Adults Are Talking,Willie Nelson,C# Major,109
Colors,Black Pumas,C# Minor,90
Coraline,Måneskin,D Minor,162
Male Fantasy,Billie Eilish,D Major,111
Top Gun Maverick - Hold My Hand,Misc Soundtrack,G Major,148
Hits Different,Lady Gaga,B♭ Minor,131
Rockstar,Taylor Swift,A♭ Major,110
Dani California,Nickelback,A Minor,120
Sleep On The Floor,Red Hot Chili Peppers,A♭ Major,121
Chicken Fried,The Lumineers,F# Major,170
I Dont Want To Set The World On Fire (ver 2),Zac Brown Band,B♭ Minor,89
Here Comes Your Man,The Ink Spots,B♭ Major,117
Je Veux,U2,C Major,88
Mary Did You Know (ver 2),Zaz,B Minor,105
You Got It,Pentatonix,B Minor,105
Just,Roy Orbison,E Major,135
Thunderstruck,Radiohead,E♭ Major,107
Sitting Waiting Wishing (ver 2),AC/DC,A Minor,100
Dead Flowers,Jack Johnson,D Major,130
Cocaine,The Rolling Stones,A♭ Major,136
Beer (ver 2),Eric Clapton,D Minor,94
Alone Again Naturally (ver 5),Itchyworms,A♭ Minor,172
Stand By Me (ver 2),Gilbert O'Sullivan,G Major,104
Moondance,Ben E. King,B♭ Minor,95
Crazy (ver 2),Van Morrison,D Major,77
Black Velvet,Patsy Cline,B♭ Major,108
Thats Christmas To Me,Alannah Myles,F# Major,79
Feeling Good (ver 2),Pentatonix,B Major,70
Mulan - Reflection,Nina Simone,A Major,93
Город Под Подошвой,Misc Cartoons,B♭ Minor,90
Fire On Fire,Oxxxymiron,B♭ Minor,85
Control,Sam Smith,A Major,119
Forever After All,Zoe Wees,G Major,164
Happier Acoustic,Luke Combs,C# Major,131
Stick Season Acoustic Live,Clinton Kane,B♭ Minor,129
Babalik Sayo,Noah Kahan,G Major,89
Beauty And The Beast Theme,Luke Combs,A♭ Major,172
Jingle Bell Rock,Misc Cartoons,D Major,120
Everybody Talks,Bobby Helms,D Major,120
Canon In D (ver 2),Neon Trees,D Major,64
Liability (ver 2),Johann Pachelbel,D Major,153
People Are Strange (ver 5),Lorde,B Minor,128
Whiskey In The Jar,The Doors,B♭ Major,133
Christmas Lights (ver 2),Metallica,G Major,129
Hotel California (ver 2),Coldplay,D Major,75
Desperado,Eagles,G Major,60
Still Got The Blues,Gary Moore,A Minor,170
With Or Without You (ver 4),U2,D Major,110
Its My Life (ver 3),Bon Jovi,C Minor,121
The Blowers Daughter,Damien Rice,E Major,133
Money For Nothing,Dire Straits,D Minor,134
Walk On The Wild Side (ver 2),Lou Reed,C Major,104
Son Of A Preacher Man,Dusty Springfield,E Major,91
O Tannenbaum,Misc Christmas,F Major,161
Drinkin Problem,Midland,A Major,102
Six Feet Under,Billie Eilish,B Minor,68
Shout To The Lord,Chris Tomlin,C# Major,96
Mystery Of Love,Sufjan Stevens,E Minor,132
Wagon Wheel,Old Crow Medicine Show,A Major,146
A Pearl,Mitski,A♭ Major,85
Hold Me While You Wait (ver 2),Lewis Capaldi,B Major,106
God Speed,Zach Bryan,C Major,79
Frozen 2 - All Is Found,Misc Cartoons,F Major,83
Pancakes For Dinner (ver 3),Lizzy McAlpine,B Major,142
My Tears Ricochet,Taylor Swift,C Major,130
Cover Me In Sunshine,P!nk,F Major,160
Billie Bossa Nova,Willow Sage Hart,G Minor,110
Tänd Ett Ljus,Billie Eilish,A Major,108
Castle On The Hill (ver 4),Ankan Kumar,D Major,133
Whiskey Lullaby (ver 2),Ed Sheeran,D Major,74
If I Die Young,Brad Paisley,E Major,131
Robbers (ver 3),The Band Perry,E Major,100
Sea Of Love,The 1975,D Major,121
Emmylou,Cat Power,F# Major,88
Colder Weather,First Aid Kit,E♭ Major,136
Jailhouse Rock,Zac Brown Band,C# Major,147
Where Is My Mind (ver 2),Elvis Presley,E Major,80
Always,Pixies,B Minor,80
Sos,Bon Jovi,C# Major,101
The Winner Takes It All (ver 3),ABBA,F# Major,120
Everywhere,Gregory Alan Isakov,G Minor,82
Margaritaville (ver 2),Fleetwood Mac,F# Major,165
Your Song (ver 7),Jimmy Buffett,F Major,103
Sex And Candy,Townes Van Zandt,D Major,81
Lost Stars,Marcy Playground,B Minor,122
Please Never Fall In Love Again,Adam Levine,F Major,110
Dusk Till Dawn (ver 2),Ollie MN,G Major,100
Rockin Around The Christmas Tree (ver 2),Zayn,A♭ Major,67
Nothing Live,Misc Christmas,G Major,123
Señorita (ver 2),Bruno Major,A Minor,117
To The Bone,Shawn Mendes,C# Major,150
Lonely,Camila Cabello,D Minor,84
Astronomy,Pamungkas,C Major,100
Les Misérables - I Dreamed A Dream (ver 4),Misc Musicals,E♭ Major,168
Les Misérables - On My Own,Misc Musicals,F Major,110
Wait In The Truck,"HARDY (US, country)",F# Major,140
The Greatest Day Of My Life,Lainey Wilson,E♭ Major,150
Handle With Care (ver 2),Zach Bryan,G Major,173
Use Somebody (ver 3),Traveling Wilburys,D Major,168
Freaking Out The Neighborhood,Lana Del Rey,F Major,78
Grease - Hopelessly Devoted To You (ver 2),Mac DeMarco,B Minor,111
Cant Help Falling In Love (ver 6),Misc Soundtrack,D Major,100
The Fields Of Athenry,Olivia Newton-John,D Major,104
Dont Panic (ver 3),Elvis Presley,D Major,67
Knocking On Heavens Door,The Dubliners,G Major,140
The Rose (ver 2),Eric Clapton,F# Major,138
Light My Fire (ver 4),Simon & Garfunkel,G Major,120
Superstition,Bette Midler,C Major,160
To Love Somebody (ver 2),The Doors,A Major,90
Sailing (ver 2),Stevie Wonder,F Major,88
The Thrill Is Gone,Rod Stewart,F# Major,91
Exs And Ohs,The Doobie Brothers,C# Minor,106
Swing Life Away Acoustic,B.B. King,B Minor,91
The Greatest Showman - Tightrope,Elle King,A Major,162
This City (ver 2),Rise Against,A Major,101
Sadhai Sadhai,Misc Soundtrack,A Major,132
Its You,Michelle Williams,F Minor,94
Snow,Sam Fischer,C Major,108
Ser Du Månen Där Du Är Ikväll Tillsammans Igen,Mantra (Nepal),E Major,95
Josefin,Ali Gatie,D Major,106
Welcome To The Internet,Zach Bryan,G Major,110
I Love You So Acoustic,Thomas Stenström,B♭ Major,76
She Had Me At Heads Carolina,Albin Lee Meldau,A♭ Major,135
Little Freak,Bo Burnham,E♭ Major,142
Scar Tissue,The Walters,C Major,89
Daughters,Cole Swindell,A Major,138
Beautiful (ver 2),Harry Styles,B Minor,128
You Are My All In All,Red Hot Chili Peppers,F Major,101
Santa Claus Is Coming To Town (ver 3),Will Ferrel,C Major,120
Revelation Song,Christina Aguilera,B Major,136
Into My Arms,Aaron Shust,C Major,148
The Cave,Tom Waits,E Major,142
Bad Bad Leroy Brown (ver 3),Misc Christmas,G Major,148
Sunrise (ver 4),Kari Jobe,C# Major,155
Grandma Got Run Over By A Reindeer,Nick Cave & The Bad Seeds,E Major,109
Give Thanks (ver 3),Mumford & Sons,D Minor,124
Helena (ver 4),Jim Croce,A♭ Minor,130
Eternal Flame (ver 2),Norah Jones,D Major,94
Venus (ver 2),Shocking Blue,C# Minor,128
Under The Milky Way,The Church,A Minor,136
Everybodys Talkin (ver 2),Harry Nilsson,E Major,125
Last Request,Paolo Nutini,F Major,81
Hand In My Pocket (ver 3),Alanis Morissette,C Major,93
Where The Streets Have No Name,U2,D Major,126
A Change Is Gonna Come,Sam Cooke,B♭ Major,174
Breakfast At Tiffanys (ver 2),Deep Blue Something,D Major,111
Believe (ver 2),Cher,F# Major,133
Billie Jean (ver 2),Michael Jackson,G Minor,117
The One I Love,R.E.M.,D Major,128
Aint No Rest For The Wicked,Cage the Elephant,C Major,156
Mamma Mia (ver 2),ABBA,D Major,136
Last Christmas (ver 2),Wham!,C# Major,107
50 Ways To Leave Your Lover (ver 7),Paul Simon,E Minor,101
Youve Got A Friend,Carole King,A♭ Major,169
Lady In Black,Uriah Heep,G Major,87
San Luis,Gregory Alan Isakov,G Minor,82
King Of Kings,Hillsong Worship,D Major,136
Love Is Gone,SLANDER (US),E♭ Minor,130
Letting Someone Go,Dylan Matthew,C Major,84
Angels Like You,Zach Bryan,E Major,110
Sarah,Miley Cyrus,F# Major,134
Khamoshiyan Title Song,Alex G ((Sandy) Alex G),D Major,170
Buy Dirt,Misc Soundtrack,E Major,89
Same God,Arijit Singh,D Major,128
Its You,Jordan Davis,G Major,100
High Infidelity,Elevation Worship,B♭ Major,88
Soul To Squeeze,Jonsal Barrientes,F Major,88
Whats Up,MAX,G Major,161
Ophelia,keshi,F Minor,110
Chop Suey (ver 2),Taylor Swift,G Minor,127
You Were Meant For Me,Red Hot Chili Peppers,E♭ Major,123
Bang Bang My Baby Shot Me Down (ver 2),4 Non Blondes,E Minor,158
Who Am I,The Lumineers,A♭ Major,151
One Day,System Of A Down,B Major,113
Buddy Holly (ver 2),Jewel,F Minor,140
You Say,Nancy Sinatra,C# Major,129
Watch,Casting Crowns,A♭ Major,80
On Melancholy Hill (ver 2),Matisyahu,D Major,120
Let It Be (ver 5),Weezer,C Major,137
When Im Sixty Four,Lauren Daigle,C Major,120
Im Only Sleeping (ver 4),Billie Eilish,B Major,103
Lonely Boy,Gorillaz,C Major,75
Shelter From The Storm (ver 2),The Beatles,F Major,90
Stayin Alive (ver 2),The Beatles,F Minor,108
The Only Living Boy In New York (ver 2),The Beatles,B Major,77
Carolina In My Mind (ver 4),Bob Dylan,E Major,75
Piano Man,Bee Gees,B♭ Minor,104
Ode To My Family,The Cranberries,G Major,94
Love The Way You Lie,Eminem,B♭ Major,87
Feel (ver 5),Rihanna,F Major,132
Helplessly Hoping,Robbie Williams,E Major,150
Tulkoon Joulu,"Crosby, Stills & Nash",E♭ Major,101
Its My Life Acoustic,Misc Christmas,A♭ Minor,126
Deck The Halls,Bon Jovi,G Major,120
Its Beginning To Look A Lot Like Christmas,Misc Christmas,A♭ Major,120
Christmas Song,Meredith Willson,F Major,117
High School Musical - Breaking Free,Nat King Cole,C Minor,108
Simply The Best,Misc Soundtrack,B Major,140
Adventure Time - Come Along With Me,Noah Reid,A Minor,120
Pool House,Misc Cartoons,B Major,120
Aladdin - Speechless (ver 4),Ashley Eriksson,F# Minor,125
Lose You To Love Me,The Backseat Lovers,C# Major,162
Moon Song (ver 2),Misc Soundtrack,C# Major,155
Ivy,Naomi Scott,D Major,172
Hamilton - Youll Be Back,Selena Gomez,C Major,122
Hamilton - Burn,Phoebe Bridgers,D Major,100
Against The Wind,Taylor Swift,G Major,110
Sex Sells,Misc Musicals,C Major,146
Tek It,Jonathan Groff,F# Minor,118
Change,Misc Musicals,C Major,80
All My Love,Phillipa Soo,B♭ Major,150
October Passed Me By,Bob Seger & The Silver Bullet Band,A Major,109
Thinking Out Loud (ver 2),Lovejoy,B♭ Minor,133
Heal (ver 2),Cafuné,B♭ Major,160
Like Real People Do,Big Thief,C# Major,80
What A Friend We Have In Jesus,girl in red,E♭ Major,91
Human (ver 2),Ed Sheeran,E♭ Minor,75
Spongebob Squarepants - Ripped Pants (ver 2),Tom Odell,C Major,123
I Just Died In Your Arms (ver 2),Hozier,B Minor,125
Disenchanted,Secondhand Serenade,C Minor,100
We Are Never Ever Getting Back Together,Misc Praise Songs,G Major,86
Que Sera Sera,Christina Perri,B♭ Major,139
Blessed Be Your Name,Misc Cartoons,B Major,116
Paradise City,Cutting Crew,C Major,145
No Buses (ver 3),My Chemical Romance,F Major,105
Train Wreck (ver 2),Taylor Swift,F# Minor,77
Do You Want To Know A Secret (ver 2),Frank De Vol,E Major,124
Day Tripper (ver 3),Matt Redman,A Major,141
Cecilia (ver 4),Guns N' Roses,A Major,149
Torn (ver 6),Arctic Monkeys,G Major,100
Hey There Delilah,James Arthur,D Major,104
Nothing Else Matters (ver 3),The Beatles,E Minor,142
You Cant Always Get What You Want (ver 2),The Beatles,C Major,86
Christmas Time Is Here,The Beatles,A Minor,75
I Took A Pill In Ibiza (ver 2),Simon & Garfunkel,B♭ Major,74
After The Gold Rush,Neil Young,C Major,90
Dreams (ver 5),Fleetwood Mac,C Major,120
Waterloo Sunset,The Kinks,C# Minor,108
West Coast,Lana Del Rey,F# Minor,123
Lay All Your Love On Me,ABBA,C Major,133
Lovely Day (ver 5),Bill Withers,A Major,98
Fields Of Gold (ver 2),Eva Cassidy,A Major,80
Easy (ver 4),Commodores,B♭ Minor,132
Never Tear Us Apart,INXS,C Major,97
As Long As You Love Me (ver 2),Backstreet Boys,C Major,69
The Joker,Steve Miller Band,F Major,83
Daydream Believer,The Monkees,G Major,126
Man I Feel Like A Woman (ver 2),Shania Twain,B♭ Major,126
Black Magic Woman,Santana,D Minor,124
The Moon Song,Karen O,C Major,162
Losing Interest,Shiloh Dynasty,B♭ Minor,115
Mighty To Save (ver 4),Hillsong Worship,A Major,146
Call Out My Name,The Weeknd,C# Major,134
Broken,Isak Danielson,F Minor,142
Nachaheko Hoina Timilai,The Edge Band,E♭ Major,145
Without Me (ver 2),Halsey,F# Major,134
Sunflower,Post Malone,D Major,90
Dancing With Your Ghost,Swae Lee,B Major,75
Cry,Sasha Sloan,B♭ Major,120
Revival,Cigarettes After Sex,F Major,130
Middle Of The Night,Zach Bryan,E Minor,175
You Broke Me First,Elley Duhé,E♭ Minor,147
Dear Evan Hansen - You Will Be Found,Tate McRae,A Major,87
Sweater Weather,Misc Musicals,B♭ Major,124
Take Me To Church (ver 2),The Neighbourhood,G Minor,78
Moana - How Far Ill Go,Hozier,C Major,63
Love Will Keep Us Alive,Misc Cartoons,A Major,99
Bless The Broken Road,Eagles,C Major,132
